11/19/2004,National Treasure,100000000.00,173005002.00
12/25/2012,Django Unchained,100000000.00,162805434.00
12/22/2010,Little Fockers,100000000.00,148438600.00
7/15/1994,True Lies,100000000.00,146273950.00
11/2/2007,American Gangster,100000000.00,130164645.00
9/18/2009,Cloudy with a Chance of Meatballs,100000000.00,124870275.00
8/6/2010,The Other Guys,100000000.00,119219978.00
12/17/2004,Lemony Snicket's A Series of Unfortunate Events,100000000.00,118627117.00
12/25/2013,The Wolf of Wall Street,100000000.00,116900694.00
5/24/2013,Epic,100000000.00,107518682.00
6/21/1996,Eraser,100000000.00,101283031.00
6/21/1996,The Hunchback of Notre Dame,100000000.00,100117603.00
12/15/2000,The Emperor's New Groove,100000000.00,89296573.00
8/17/2012,The Expendables 2,100000000.00,85028192.00
10/16/2009,Where the Wild Things Are,100000000.00,77233467.00
12/15/2006,Eragon,100000000.00,75030163.00
7/25/2014,Hercules,100000000.00,72688614.00
12/10/2010,The Tourist,100000000.00,67631157.00
11/24/1999,End of Days,100000000.00,66889043.00
6/11/2004,The Stepford Wives,100000000.00,59475623.00
6/8/2007,Surf's Up,100000000.00,58867694.00
12/8/2006,Blood Diamond,100000000.00,57377916.00
9/24/2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000.00,55675313.00
11/7/1997,Starship Troopers,100000000.00,54700065.00
6/5/2009,Land of the Lost,100000000.00,49438370.00
12/25/2003,Peter Pan,100000000.00,48417850.00
7/23/2004,Catwoman,100000000.00,40202379.00
8/15/2014,The Expendables 3,100000000.00,39322544.00
11/27/2002,Treasure Planet,100000000.00,38120554.00
3/12/2010,Green Zone,100000000.00,35053660.00
4/18/2014,Transcendence,100000000.00,23022309.00
2/18/2005,Son of the Mask,100000000.00,17018422.00
4/3/1998,The Spanish Prisoner,100000000.00,10162034.00
8/16/2002,The Adventures of Pluto Nash,100000000.00,4411102.00
12/21/2011,Jin líng shí san chai,100000000.00,311434.00
5/4/2001,The Mummy Returns,98000000.00,202007640.00
